key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id,size
rayyan-918207315,Association of Primary and Booster Vaccination and Prior Infection With SARS-CoV-2 Infection and Severe COVID-19 Outcomes.,2022,10,11,JAMA,1538-3598 (Electronic),328,14,1415-1426,Lin DY and Gu Y and Xu Y and Wheeler B and Young H and Sunny SK and Moore Z and Zeng D,https://pubmed.ncbi.nlm.nih.gov/36155617/,eng,,United States,"IMPORTANCE: Data about the association of COVID-19 vaccination and prior SARS-CoV-2 infection with risk of SARS-CoV-2 infection and severe COVID-19 outcomes may guide prevention strategies. OBJECTIVE: To estimate the time-varying association of primary and booster COVID-19 vaccination and prior SARS-CoV-2 infection with subsequent SARS-CoV-2 infection, hospitalization, and death. DESIGN, SETTING, AND PARTICIPANTS: Cohort study of 10.6 million residents in North Carolina from March 2, 2020, through June 3, 2022. EXPOSURES: COVID-19 primary vaccine series and boosters and prior SARS-CoV-2 infection. MAIN OUTCOMES AND MEASURES: Rate ratio (RR) of SARS-CoV-2 infection and hazard ratio (HR) of COVID-19-related hospitalization and death. RESULTS: The median age among the 10.6 million participants was 39 years; 51.3% were female, 71.5% were White, and 9.9% were Hispanic. As of June 3, 2022, 67% of participants had been vaccinated. There were 2 771 364 SARS-CoV-2 infections, with a hospitalization rate of 6.3% and mortality rate of 1.4%. The adjusted RR of the primary vaccine series compared with being unvaccinated against infection became 0.53 (95% CI, 0.52-0.53) for BNT162b2, 0.52 (95% CI, 0.51-0.53) for mRNA-1273, and 0.51 (95% CI, 0.50-0.53) for Ad26.COV2.S 10 months after the first dose, but the adjusted HR for hospitalization remained at 0.29 (95% CI, 0.24-0.35) for BNT162b2, 0.27 (95% CI, 0.23-0.32) for mRNA-1273, and 0.35 (95% CI, 0.29-0.42) for Ad26.COV2.S and the adjusted HR of death remained at 0.23 (95% CI, 0.17-0.29) for BNT162b2, 0.15 (95% CI, 0.11-0.20) for mRNA-1273, and 0.24 (95% CI, 0.19-0.31) for Ad26.COV2.S. For the BNT162b2 primary series, boosting in December 2021 with BNT162b2 had the adjusted RR relative to primary series of 0.39 (95% CI, 0.38-0.40) and boosting with mRNA-1273 had the adjusted RR of 0.32 (95% CI, 0.30-0.34) against infection after 1 month and boosting with BNT162b2 had the adjusted RR of 0.84 (95% CI, 0.82-0.86) and boosting with mRNA-1273 had the adjusted RR of 0.60 (95% CI, 0.57-0.62) after 3 months. Among all participants, the adjusted RR of Omicron infection compared with no prior infection was estimated at 0.23 (95% CI, 0.22-0.24) against infection, and the adjusted HRs were 0.10 (95% CI, 0.07-0.14) against hospitalization and 0.11 (95% CI, 0.08-0.15) against death after 4 months. CONCLUSIONS AND RELEVANCE: Receipt of primary COVID-19 vaccine series compared with being unvaccinated, receipt of boosters compared with primary vaccination, and prior infection compared with no prior infection were all significantly associated with lower risk of SARS-CoV-2 infection (including Omicron) and resulting hospitalization and death. The associated protection waned over time, especially against infection.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.1001/jama.2022.17876,Ad26COVS1;Adult;BNT162 Vaccine;*COVID-19/prevention & control;COVID-19 Vaccines;Cohort Studies;Female;Humans;Male;SARS-CoV-2;Vaccination;*Viral Vaccines/administration & dosage,36155617,PMC9513711,10600823
rayyan-918207316,Effect of 2 vs 3 Doses of COVID-19 Vaccine in Patients With Inflammatory Bowel Disease: A Population-based Propensity Matched Analysis.,2022,12,28,Inflammatory bowel diseases,1536-4844 (Electronic),,,,Desai A and Deepak P and Cross RK and Murone J and Farraye FA and Ungaro RC and Kochhar GS,https://pubmed.ncbi.nlm.nih.gov/36576102/,eng,,England,"AIM: There are limited data on the impact of 2 vs 3 doses of COVID-19 vaccine in patients with inflammatory bowel disease (IBD). The primary aim of the study was to assess the efficacy of COVID-19 vaccine based on number of administered doses in patients with IBD. METHODS: We conducted a retrospective cohort study using TriNetX, a multi-institutional database to compare patients with IBD who received 1, 2, or 3 doses of BNT162b2 or mRNA-1273 to unvaccinated IBD patients (1.1.2020-7.26.2022) to assess the risk of COVID-19 after 1:1 propensity score matching. We also evaluated the impact of vaccine on a composite of severe COVID-19 outcomes including hospitalization, intubation, intensive care unit care, acute kidney injury, or mortality. RESULTS: After propensity score matching, vaccinated patients with 2 (adjusted OR [aOR], 0.8; 95% confidence interval [CI], 0.6-0.9) and 3 doses (aOR, 0.7; 95% CI, 0.5-0.9) were found to have a lower risk of COVID-19 compared with unvaccinated patients. Vaccinated patients with IBD had a lower risk of severe COVID-19 outcomes (aOR, 0.7; 95% CI, 0.6-0.9) compared with unvaccinated patients. There was no difference in the risk of COVID-19 in IBD patients with 2 compared with 3 doses (aOR, 0.97; 95% CI, 0.7-1.3). However, IBD patients with 2 doses were at an increased risk for hospitalization due to COVID-19 (aOR, 1.78; 95% CI, 1.02-3.11) compared with those that received 3 doses. CONCLUSION: Vaccinated patients with IBD had a lower risk of severe COVID-19 outcomes compared with unvaccinated patients. A third dose of COVID-19 vaccine compared with 2 doses decreases the risk of hospitalization but not breakthrough infection in patients with IBD.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.1093/ibd/izac252,Inflammatory Bowel Diseases;Vaccination;Vaccines,36576102,,10576
rayyan-918207326,"Effectiveness of mRNA Booster Vaccination Against Mild, Moderate, and Severe COVID-19 Caused by the Omicron Variant in a Large, Population-Based, Norwegian Cohort.",2022,11,28,The Journal of infectious diseases,1537-6613 (Electronic),226,11,1924-1933,Laake I and Skodvin SN and Blix K and Caspersen IH and Gjessing HK and Juvet LK and Magnus P and Mjaaland S and Robertson AH and Starrfelt J and Trogstad L and Feiring B,https://pubmed.ncbi.nlm.nih.gov/36259543/,eng,,United States,"BACKGROUND: Understanding how booster vaccination can prevent moderate and severe illness without hospitalization is crucial to evaluate the full advantage of mRNA boosters. METHODS: We followed 85 801 participants (aged 31-81 years) in 2 large population-based cohorts during the Omicron BA.1/2 wave. Information on home testing, PCR testing, and symptoms of coronavirus disease 2019 (COVID-19) was extracted from biweekly questionnaires covering the period 12 January 2022 to 7 April 2022. Vaccination status and data on previous SARS-CoV-2 infection were obtained from national registries. Cox regression was used to estimate the effectiveness of booster vaccination compared to receipt of 2-dose primary series >130 days previously. RESULTS: The effectiveness of booster vaccination increased with increasing severity of COVID-19 and decreased with time since booster vaccination. The effectiveness against severe COVID-19 was reduced from 80.9% shortly after booster vaccination to 63.4% in the period >90 days after vaccination. There was hardly any effect against mild COVID-19. The effectiveness tended to be lower among subjects aged ≥60 years than those aged <50 years. CONCLUSIONS: This is the first population-based study to evaluate booster effectiveness against self-reported mild, moderate, and severe COVID-19. Our findings contribute valuable information on duration of protection and thus timing of additional booster vaccinations.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.1093/infdis/jiac419,"Humans;*COVID-19/epidemiology/prevention & control;RNA, Messenger;SARS-CoV-2/genetics;Vaccination;Vaccines",36259543,PMC9620770,85801
rayyan-918207340,"COVID-19 mRNA vaccine effectiveness (second and first booster dose) against hospitalisation and death during Omicron BA.5 circulation: cohort study based on electronic health records, Portugal, May to July 2022.",2022,9,,Euro surveillance : bulletin Europeen sur les maladies transmissibles = European           communicable disease bulletin,1560-7917 (Electronic),27,37,,Kislaya I and Machado A and Magalhães S and Rodrigues AP and Franco R and Leite PP and Dias CM and Nunes B,https://pubmed.ncbi.nlm.nih.gov/36111555/,eng,,Sweden,"We measured vaccine effectiveness (VE) against COVID-19-related severe outcomes in elderly people in Portugal between May and July 2022. In ≥ 80 year-olds, the second booster dose VE was 81% (95% CI: 75-85) and 82% (95% CI: 77-85), respectively, against COVID-19-related hospitalisation and death. The first booster dose VE was 63% (95% CI: 55-70) in ≥ 80 year-olds and 74% (95% CI: 66-80) in 60-79 year-olds against hospitalisation, and 63% (95% CI: 57-69) and 65% (95% CI: 54-74) against death.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.2807/1560-7917.ES.2022.27.37.2200697,"Aged;*COVID-19/prevention & control;*COVID-19 Vaccines;Cohort Studies;Electronic Health Records;Hospitalization;Humans;Portugal/epidemiology;Vaccines, Synthetic;mRNA Vaccines;Vaccination;Portugal;RNA, Messenger;Vaccines",36111555,PMC9479470,642067
rayyan-918207348,"Comparing immunogenicity and efficacy of two different mRNA-based COVID-19 vaccines as a fourth dose; six-month follow-up, Israel, 27 December 2021 to 24 July 2022.",2022,9,,Euro surveillance : bulletin Europeen sur les maladies transmissibles = European           communicable disease bulletin,1560-7917 (Electronic),27,39,,Barda N and Canetti M and Gilboa M and Indenboim V and Asraf K and Weiss-Ottolenghi Y and Amit S and Zibly D and Doolman R and Mendelson E and Harats D and Freedman LS and Kreiss Y and Lustig Y and Regev-Yochay G,https://pubmed.ncbi.nlm.nih.gov/36177870/,eng,,Sweden,"We assess the immunogenicity and efficacy of Spikevax and Comirnaty as fourth dose COVID-19 vaccines. Six months post-fourth-dose, IgG levels were higher than pre-fourth dose at 1.58-fold (95% CI: 1.27-1.97) in Spikevax and 1.16-fold (95% CI: 0.98-1.37) in Comirnaty vaccinees. Nearly 60% (159/274) of vaccinees contracted SARS-CoV-2. Infection hazard ratios (HRs) for Spikevax (0.82; 95% CI: 0.62-1.09) and Comirnaty (0.86; 95% CI: 0.65-1.13) vaccinees were similar, as were substantial-disease HRs, i.e. 0.28 (95% CI: 0.13-0.62) and 0.51 (95% CI: 0.27-0.96), respectively.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.2807/1560-7917.ES.2022.27.39.2200701,"*COVID-19/prevention & control;*COVID-19 Vaccines;Follow-Up Studies;Humans;Immunoglobulin G;Israel/epidemiology;RNA, Messenger;SARS-CoV-2/genetics;Vaccination;Vaccines;Israel",36177870,PMC9524052,700
rayyan-918207349,Association between primary or booster COVID-19 mRNA vaccination and Omicron lineage BA.1 SARS-CoV-2 infection in people with a prior SARS-CoV-2 infection: A test-negative case-control analysis.,2022,12,,PLoS medicine,1549-1676 (Electronic),19,12,e1004136,Lind ML and Robertson AJ and Silva J and Warner F and Coppi AC and Price N and Duckwall C and Sosensky P and Di Giuseppe EC and Borg R and Fofana MO and Ranzani OT and Dean NE and Andrews JR and Croda J and Iwasaki A and Cummings DAT and Ko AI and Hitchings MDT and Schulz WL,https://pubmed.ncbi.nlm.nih.gov/36454733/,eng,,United States,"BACKGROUND: The benefit of primary and booster vaccination in people who experienced a prior Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) infection remains unclear. The objective of this study was to estimate the effectiveness of primary (two-dose series) and booster (third dose) mRNA vaccination against Omicron (lineage BA.1) infection among people with a prior documented infection. METHODS AND FINDINGS: We conducted a test-negative case-control study of reverse transcription PCRs (RT-PCRs) analyzed with the TaqPath (Thermo Fisher Scientific) assay and recorded in the Yale New Haven Health system from November 1, 2021, to April 30, 2022. Overall, 11,307 cases (positive TaqPath analyzed RT-PCRs with S-gene target failure [SGTF]) and 130,041 controls (negative TaqPath analyzed RT-PCRs) were included (median age: cases: 35 years, controls: 39 years). Among cases and controls, 5.9% and 8.1% had a documented prior infection (positive SARS-CoV-2 test record ≥90 days prior to the included test), respectively. We estimated the effectiveness of primary and booster vaccination relative to SGTF-defined Omicron (lineage BA.1) variant infection using a logistic regression adjusted for date of test, age, sex, race/ethnicity, insurance, comorbidities, social venerability index, municipality, and healthcare utilization. The effectiveness of primary vaccination 14 to 149 days after the second dose was 41.0% (95% confidence interval (CI): 14.1% to 59.4%, p 0.006) and 27.1% (95% CI: 18.7% to 34.6%, p < 0.001) for people with and without a documented prior infection, respectively. The effectiveness of booster vaccination (≥14 days after booster dose) was 47.1% (95% CI: 22.4% to 63.9%, p 0.001) and 54.1% (95% CI: 49.2% to 58.4%, p < 0.001) in people with and without a documented prior infection, respectively. To test whether booster vaccination reduced the risk of infection beyond that of the primary series, we compared the odds of infection among boosted (≥14 days after booster dose) and booster-eligible people (≥150 days after second dose). The odds ratio (OR) comparing boosted and booster-eligible people with a documented prior infection was 0.79 (95% CI: 0.54 to 1.16, p 0.222), whereas the OR comparing boosted and booster-eligible people without a documented prior infection was 0.54 (95% CI: 0.49 to 0.59, p < 0.001). This study's limitations include the risk of residual confounding, the use of data from a single system, and the reliance on TaqPath analyzed RT-PCR results. CONCLUSIONS: In this study, we observed that primary vaccination provided significant but limited protection against Omicron (lineage BA.1) infection among people with and without a documented prior infection. While booster vaccination was associated with additional protection against Omicron BA.1 infection in people without a documented prior infection, it was not found to be associated with additional protection among people with a documented prior infection. These findings support primary vaccination in people regardless of documented prior infection status but suggest that infection history may impact the relative benefit of booster doses.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.1371/journal.pmed.1004136,"Humans;Adult;*COVID-19/epidemiology/prevention & control;SARS-CoV-2/genetics;Case-Control Studies;Odds Ratio;Vaccination;RNA, Messenger",36454733,PMC9714718,141378
rayyan-918207353,"Effectiveness of MRNA booster vaccine among healthcare workers in New York City during the Omicron surge, December 2021 to January 2022.",2022,12,,Clinical microbiology and infection : the official publication of the European           Society of Clinical Microbiology and Infectious Diseases,1469-0691 (Electronic),28,12,1624-1628,Robilotti EV and Whiting K and Lucca A and Poon C and Jani K and McMillen T and Freeswick S and Korenstein D and Babady NE and Seshan VE and Kamboj M,https://pubmed.ncbi.nlm.nih.gov/35931373/,eng,,England,"OBJECTIVE: To describe effectiveness of mRNA vaccines by comparing 2-dose (2D) and 3-dose (3D) healthcare worker (HCW) recipients in the setting of Omicron variant dominance. Performance of 2D and 3D vaccine series against SARS-CoV-2 variants and the clinical outcomes of HCWs may inform return-to-work guidance. METHODS: In a retrospective study from December 15, 2020 to January 15, 2022, SARS-CoV-2 infections among HCWs at a large tertiary cancer centre in New York City were examined to estimate infection rates (aggregated positive tests / person-days) and 95% CIs over the Omicron period in 3D and 2D mRNA vaccinated HCWs and were compared using rate ratios. We described the clinical features of post-vaccine infections and impact of prior (pre-Omicron) COVID infection on vaccine effectiveness. RESULTS: Among the 20857 HCWs in our cohort, 20,660 completed the 2D series with an mRNA vaccine during our study period and 12461 had received a third dose by January 15, 2022. The infection rate ratio for 3D versus 2D vaccinated HCWs was 0.667 (95% CI 0.623, 0.713) for an estimated 3D vaccine effectiveness of 33.3% compared to two doses only during the Omicron dominant period from December 15, 2021 to January 15, 2022. Breakthrough Omicron infections after 3D + 14 days occurred in 1,315 HCWs. Omicron infections were mild, with 16% of 3D and 11% 2D HCWs being asymptomatic. DISCUSSION: Study demonstrates improved vaccine-derived protection against COVID-19 infection in 3D versus 2D mRNA vaccinees during the Omicron surge. The advantage of 3D vaccination was maintained irrespective of prior COVID-19 infection status.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.1016/j.cmi.2022.07.017,"Humans;New York City/epidemiology;SARS-CoV-2/genetics;*Influenza Vaccines;*Influenza, Human/prevention & control;RNA, Messenger/genetics;*COVID-19/epidemiology/prevention & control;Retrospective Studies;Health Personnel;RNA, Messenger;Vaccination;New York City;Vaccines",35931373,PMC9345790,20857
rayyan-918207354,Is a booster dose of COVID-19 vaccines effective on newly dominant omicron subvariants among university students? Comparison between BA.1 and BA.2 dominancy.,2022,11,24,American journal of infection control,1527-3296 (Electronic),,,,Miyauchi S and Hiyama T and Nakano Y and Yoshino A and Miyake Y and Okamoto Y,https://pubmed.ncbi.nlm.nih.gov/36435404/,eng,,United States,"BACKGROUND: Although the COVID-19 Omicron BA.1 subvariant was initially predominant, the BA.2 subvariant has now replaced it. Effectiveness of a booster dose vaccination for BA.2 remains unclear among university students. METHODS: We enrolled 562 Japanese university students who became a close contact and underwent polymerase chain reaction testing. We compared infection rates and cumulative incidence rates of severe fever among the students according to the COVID-19 vaccine doses received between BA.1-dominant (January 1-March 31, 2022) and BA.2-dominant (April 1-July 31, 2022) periods. RESULTS: Infection rates for BA.1 were 32% with 3 doses, 49% with 2 doses, and 68% in the unvaccinated (P = .008). The odds ratio (OR) for infection following 3 doses during BA.1 was 0.46 (95% confidence interval [CI] = 0.25-0.82, P = .009). Infection rates for BA.2 were 45% with 3 doses, 62% with 2 doses, and 64% in the unvaccinated (P = .02). The OR for infection following 3 doses during BA.2 was 0.50 (95% CI = 0.31-0.82, P = .006). Effectiveness of vaccine for BA.2 tended to decrease for both 3 (45% vs 32%, P = .06) and 2 doses (62% vs 49%, P = .07) compared with those for BA.1. CONCLUSIONS: Booster dose effectiveness tended to decrease but remained significant against BA.2 subvariant predominancy among Japanese university students.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.1016/j.ajic.2022.11.015,Vaccination;Vaccines,36435404,PMC9683852,562
rayyan-918207356,"Relative vaccine effectiveness of the booster dose of COVID-19 vaccine for preventing death in individuals with a primary regimen based on the BBIBP-CorV, ChAdOx1-S, or BNT162b2 vaccines during the Omicron wave in Peru: A nested case-control study using national population data.",2022,10,26,Vaccine,1873-2518 (Electronic),40,45,6512-6519,Silva-Valencia J and Soto-Becerra P and Escobar-Agreda S and Fernandez-Navarro M and Elorreaga OA and Mayta-Tristán P and Mezones-Holguin E and Solari L,https://pubmed.ncbi.nlm.nih.gov/36202642/,eng,,Netherlands,"BACKGROUND: Studies have reported evidence about the effectiveness of a third dose with BNT162b2 for preventing hospitalization and death by COVID-19. However, there is little evidence regarding other primary vaccine schedules such as BBIBP-CorV and ChAdOx1-S. We estimated the relative vaccine effectiveness (RVE) of the booster dose versus the primary regimens of COVID-19 vaccines based on BBIBP-CorV, ChAdOx1-S, or BNT162b2 for preventing death during the Omicron wave in Peruvian adult people. METHODS: We carried out a nested case-control study with a risk set sampling of controls using data from Peru between December 20, 2021, and February 20, 2022 (during the Omicron wave). Data on vaccination, COVID-19 tests and deaths were collected from national surveillance databases. We performed conditional logistic regression models to estimate the RVE on the adult population. In addition, we executed sub-group analysis per age group (18 to 59 years, and 60 years or more) and per primary regime (based on BNT162b2, BBIBP-CorV, or ChAdOx1-S). RESULTS: Of the 11,188,332 people eligible to enter the study 1,974 met the case definition (death from COVID-19) and were matched to 9,183 controls. The overall RVE of a third dose to prevent death was 87.2% (84.2%-89.7%), which varied according to the primary regime (87.3% for BNT162b2, 82.0% for BBIPB-CorV-2, and 79.5% for ChAdOx-S). In older adults, the RVE was 87.1%, without significant variations according to the primary regime (86.1% for BNT162b2, 86.1 for BBIBP-CorV, and 82% for ChAdOx-S). CONCLUSIONS: The booster) dose of vaccine against COVID-19 had a high RVE for preventing death by COVID-19 in the Peruvian population in all primary regimes of vaccines during the Omicron wave. This effect was consistent in people over 60 years of age, the group most vulnerable to die from this infection.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.1016/j.vaccine.2022.09.066,"Humans;Middle Aged;Aged;Adolescent;Young Adult;Adult;COVID-19 Vaccines;BNT162 Vaccine;Peru/epidemiology;Case-Control Studies;*Influenza Vaccines;*COVID-19/prevention & control;Vaccine Efficacy;*Influenza, Human/prevention & control;Vaccination;Vaccines",36202642,PMC9515342,11157
rayyan-918207361,Odds of Hospitalization for COVID-19 After 3 vs 2 Doses of mRNA COVID-19 Vaccine by Time Since Booster Dose.,2022,10,18,JAMA,1538-3598 (Electronic),328,15,1559-1561,Ridgway JP and Tideman S and French T and Wright B and Parsons G and Diaz G and Robicsek A,https://pubmed.ncbi.nlm.nih.gov/36149677/,eng,,United States,,"RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.1001/jama.2022.17811,"Humans;*COVID-19/epidemiology/prevention & control/therapy;*COVID-19 Vaccines/administration & dosage/therapeutic use;*Hospitalization/statistics & numerical data;*Immunization, Secondary/methods/statistics & numerical data;RNA, Messenger;Vaccination;Time Factors;Vaccines",36149677,PMC9508676,15310
rayyan-918207364,"Effectiveness of a Second COVID-19 Vaccine Booster Dose Against Infection, Hospitalization, or Death Among Nursing Home Residents - 19 States, March 29-July 25, 2022.",2022,9,30,MMWR. Morbidity and mortality weekly report,1545-861X (Electronic),71,39,1235-1238,McConeghy KW and White EM and Blackman C and Santostefano CM and Lee Y and Rudolph JL and Canaday D and Zullo AR and Jernigan JA and Pilishvili T and Mor V and Gravenstein S,https://pubmed.ncbi.nlm.nih.gov/36173757/,eng,,United States,"Nursing home residents continue to experience significant COVID-19 morbidity and mortality (1). On March 29, 2022, the Advisory Committee on Immunization Practices (ACIP) recommended a second mRNA COVID-19 vaccine booster dose for adults aged ≥50 years and all immunocompromised persons who had received a first booster ≥4 months earlier.* On September 1, 2022, ACIP voted to recommend bivalent mRNA COVID-19 vaccine boosters for all persons aged ≥12 years who had completed the primary series using monovalent vaccines ≥2 months earlier (2). Data on COVID-19 booster dose vaccine effectiveness (VE) in the nursing home population are limited (3). For this analysis, academic, federal, and private partners evaluated routine care data collected from 196 U.S. community nursing homes to estimate VE of a second mRNA COVID-19 vaccine booster dose among nursing home residents who had received 3 previous COVID-19 vaccine doses (2 primary series doses and 1 booster dose). Residents who received second mRNA COVID-19 vaccine booster doses during March 29-June 15, 2022, with follow-up through July 25, 2022, were found to have 60-day VE of 25.8% against SARS-CoV-2 (the virus that causes COVID-19 infection), 73.9% against severe COVID-19 outcomes (a combined endpoint of COVID-19-associated hospitalizations or deaths), and 89.6% against COVID-19-associated deaths alone. During this period, subvariants BA.2 and BA.2.12.1 (March-June 2022), and BA.4 and BA.5 (July 2022) of the B.1.1.529 and BA.2 (Omicron) variant were predominant. These findings suggest that among nursing home residents, second mRNA COVID-19 vaccine booster doses provided additional protection over first booster doses against severe COVID-19 outcomes during a time of emerging Omicron variants. Facilities should continue to ensure that nursing home residents remain up to date with COVID-19 vaccination, including bivalent vaccine booster doses, to prevent severe COVID-19 outcomes.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.15585/mmwr.mm7139a2,"*COVID-19/epidemiology/prevention & control;*COVID-19 Vaccines;Hospitalization;Humans;Immunization, Secondary;Nursing Homes;RNA, Messenger;SARS-CoV-2;Vaccines, Combined;Nurses, Community Health;Vaccination",36173757,PMC9533729,9527
rayyan-918207373,Relative effectiveness of a 2nd booster dose of COVID-19 mRNA vaccine up to four months post administration in individuals aged 80 years or more in Italy: A retrospective matched cohort study.,2023,1,4,Vaccine,1873-2518 (Electronic),41,1,76-84,Fabiani M and Mateo-Urdiales A and Sacco C and Rota MC and Petrone D and Bressi M and Del Manso M and Siddu A and Proietti V and Battilomo S and Menniti-Ippolito F and Popoli P and Bella A and Riccardo F and Palamara AT and Rezza G and Brusaferro S and Pezzotti P,https://pubmed.ncbi.nlm.nih.gov/36400660/,eng,,Netherlands,"Several countries started a 2nd booster COVID-19 vaccination campaign targeting the elderly population, but evidence around its effectiveness is still scarce. This study aims to estimate the relative effectiveness of a 2nd booster dose of COVID-19 mRNA vaccine in the population aged ≥ 80 years in Italy, during predominant circulation of the Omicron BA.2 and BA.5 subvariants. We linked routine data from the national vaccination registry and the COVID-19 surveillance system. On each day between 11 April and 6 August 2022, we matched 1:1, according to several demographic and clinical characteristics, individuals who received the 2nd booster vaccine dose with individuals who received the 1st booster vaccine dose at least 120 days earlier. We used the Kaplan-Meier method to compare the risks of SARS-CoV-2 infection and severe COVID-19 (hospitalisation or death) between the two groups, calculating the relative vaccine effectiveness (RVE) as (1 - risk ratio)X100. Based on the analysis of 831,555 matched pairs, we found that a 2nd booster dose of mRNA vaccine, 14-118 days post administration, was moderately effective in preventing SARS-CoV-2 infection compared to a 1st booster dose administered at least 120 days earlier [14.3 %, 95 % confidence interval (CI): 2.2-20.2]. RVE decreased from 28.5 % (95 % CI: 24.7-32.1) in the time-interval 14-28 days to 7.6 % (95 % CI: -14.1 to 18.3) in the time-interval 56-118 days. However, RVE against severe COVID-19 was higher (34.0 %, 95 % CI: 23.4-42.7), decreasing from 43.2 % (95 % CI: 30.6-54.9) to 27.2 % (95 % CI: 8.3-42.9) over the same time span. Although RVE against SARS-CoV-2 infection was much reduced 2-4 months after a 2nd booster dose, RVE against severe COVID-19 was about 30 %, even during prevalent circulation of the Omicron BA.5 subvariant. The cost-benefit of a 3rd booster dose for the elderly people who received the 2nd booster dose at least four months earlier should be carefully evaluated.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.1016/j.vaccine.2022.11.013,"Aged;Humans;*COVID-19 Vaccines;Cohort Studies;Retrospective Studies;*COVID-19/prevention & control;SARS-CoV-2;Italy/epidemiology;Vaccination;Italy;RNA, Messenger",36400660,PMC9659513,1663110
rayyan-918207374,"Comparative effectiveness of 3 or 4 doses of mRNA and inactivated whole-virus vaccines against COVID-19 infection, hospitalization and severe outcomes among elderly in Singapore.",2022,12,,The Lancet regional health. Western Pacific,2666-6065 (Electronic),29,,100654,Tan CY and Chiew CJ and Lee VJ and Ong B and Lye DC and Tan KB,https://pubmed.ncbi.nlm.nih.gov/36471699/,eng,,England,,"RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.1016/j.lanwpc.2022.100654,"Vaccination;RNA, Messenger;Singapore",36471699,PMC9716291,803911
